"Marka","Model","Generacja","Wersja","TypSilnika","MocSilnika","RodzajNapedu","Cena2023","Cena2022","Cena2021","Silnik","PojemnoscSilnika","SrednieSpalanieZuzycie","RodzajSkrzyni","RokRozpoczeciaProdukcji","RokZakonczeniaProdukcji"
"Ford","Expedition","I",NA,"benzynowy",264,"4x4",NA,NA,NA,"5.4 i V8 16V 4WD 264KM 194kW 1999-2003",5.4,20.3,"automatyczna","1999","2003"
"Ford","Expedition","I",NA,"benzynowy",232,"na tylną oś",NA,NA,NA,"5.4 i V8 16V XLT 232KM 171kW 1996-2003",5.4,18.1,"automatyczna","1996","2003"
"Ford","Expedition","I",NA,"benzynowy",233,"4x4",NA,NA,NA,"5.4 i V8 16V XLT 4WD 233KM 171kW 1996-2003",5.4,18.1,"automatyczna","1996","2003"
"Ford","Falcon","VI","Sedan","benzynowy",188,NA,NA,NA,NA,"2.8 188KM 138kW 1998-2007",2.8,NA,NA,"1998","2007"
"Ford","Falcon","VI","Sedan","benzynowy",210,NA,NA,NA,NA,"4.0 210KM 154kW 1998-2007",4,NA,NA,"1998","2007"
"Ford","Falcon","VI","Sedan","benzynowy",300,NA,NA,NA,NA,"5.4 300KM 221kW 1998-2007",5.4,NA,NA,"1998","2007"
"Ford","Falcon","VI","Kombi","benzynowy",188,NA,NA,NA,NA,"2.8 188KM 138kW 1998-2007",2.8,NA,NA,"1998","2007"
"Ford","Falcon","VI","Kombi","benzynowy",210,NA,NA,NA,NA,"4.0 210KM 154kW 1998-2007",4,NA,NA,"1998","2007"
"Ford","Falcon","VI","Kombi","benzynowy",300,NA,NA,NA,NA,"5.4 300KM 221kW 1998-2007",5.4,NA,NA,"1998","2007"
"Ford","Falcon","V","Sedan","benzynowy",110,NA,NA,NA,NA,"2.0 110KM 81kW 1988-1998",2,NA,NA,"1988","1998"
"Ford","Falcon","V","Sedan","benzynowy",188,NA,NA,NA,NA,"2.8 188KM 138kW 1988-1998",2.8,NA,NA,"1988","1998"
"Ford","Falcon","V","Kombi","benzynowy",110,NA,NA,NA,NA,"2.0 110KM 81kW 1988-1998",2,NA,NA,"1988","1998"
"Ford","Falcon","V","Kombi","benzynowy",188,NA,NA,NA,NA,"2.8 188KM 138kW 1988-1998",2.8,NA,NA,"1988","1998"
"Ford","Falcon","IV",NA,"benzynowy",150,NA,NA,NA,NA,"4.1 150KM 110kW 1979-1988",4.1,NA,NA,"1979","1988"
"Ford","Falcon","IV",NA,"benzynowy",200,NA,NA,NA,NA,"5.8 200KM 147kW 1979-1988",5.8,NA,NA,"1979","1988"
"Ford","Falcon","III",NA,"benzynowy",100,NA,NA,NA,NA,"2.8 100KM 74kW 1972-1979",2.8,NA,NA,"1972","1979"
"Ford","Falcon","III",NA,"benzynowy",170,NA,NA,NA,NA,"5.8 170KM 125kW 1972-1979",5.8,NA,NA,"1972","1979"
"Ford","Falcon","II",NA,"benzynowy",120,NA,NA,NA,NA,"3.1 120KM 88kW 1966-1972",3.1,NA,NA,"1966","1972"
"Ford","Falcon","II",NA,"benzynowy",130,NA,NA,NA,NA,"3.6 130KM 96kW 1966-1972",3.6,NA,NA,"1966","1972"
"Ford","Falcon","II",NA,"benzynowy",291,NA,NA,NA,NA,"5.8 GT 291KM 214kW 1969-1972",5.8,NA,NA,"1969","1972"
"Ford","Falcon","I",NA,"benzynowy",102,"na tylną oś",NA,NA,NA,"2.8 102KM 75kW 1960-1966",2.8,13.5,"manualna","1960","1966"
"Ford","Falcon","I",NA,"benzynowy",118,NA,NA,NA,NA,"3.3 118KM 87kW 1960-1966",3.3,NA,NA,"1960","1966"
"Ford","Festiva","II",NA,"benzynowy",64,"na przednią oś",NA,NA,NA,"1.3 64KM 47kW 1993-1997",1.3,5.9,"manualna","1993","1997"
"Ford","Festiva","II",NA,"benzynowy",88,NA,NA,NA,NA,"1.3 88KM 65kW 1993-1997",1.3,NA,NA,"1993","1997"
"Ford","Festiva","II",NA,"benzynowy",75,NA,NA,NA,NA,"1.5 75KM 55kW 1993-1997",1.5,NA,NA,"1993","1997"
"Ford","Festiva","II",NA,"benzynowy",90,NA,NA,NA,NA,"1.6 90KM 66kW 1993-1997",1.6,NA,NA,"1993","1997"
"Ford","Festiva","I",NA,"benzynowy",56,NA,NA,NA,NA,"1.1 56KM 41kW 1986-1993",1.1,NA,NA,"1986","1993"
"Ford","Festiva","I",NA,"benzynowy",64,"na przednią oś",NA,NA,NA,"1.3 64KM 47kW 1986-1993",1.3,5.8,"manualna","1986","1993"
"Ford","Festiva","I",NA,"benzynowy",88,NA,NA,NA,NA,"1.3 88KM 65kW 1986-1993",1.3,NA,NA,"1986","1993"
"Ford","Festiva","I",NA,"benzynowy",75,NA,NA,NA,NA,"1.5 75KM 55kW 1986-1993",1.5,NA,NA,"1986","1993"
"Ford","Festiva","I",NA,"benzynowy",90,NA,NA,NA,NA,"1.6 90KM 66kW 1986-1993",1.6,NA,NA,"1986","1993"
"Ford","Fiesta","VIII","Hatchback Facelifting","benzynowy",100,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 100KM 74kW 2021-2023",1,6.4,"manualna","2021","2023"
"Ford","Fiesta","VIII","Hatchback Facelifting","benzynowy",125,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 125KM 92kW 2021-2023",1,6.4,"manualna","2021","2023"
"Ford","Fiesta","VIII","Hatchback Facelifting","benzynowy",75,"na przednią oś",55950,65900,29400,"1.1 75KM 55kW 2021-2023",1.1,5.7,"manualna","2021","2023"
"Ford","Fiesta","VIII","ST Facelifting","benzynowy",200,"na przednią oś",55950,65900,29400,"1.5 EcoBoost 200KM 147kW 2021-2023",1.5,6.8,"manualna","2021","2023"
"Ford","Fiesta","VIII","Active","benzynowy",100,"na przednią oś",55950,65900,29400,"1.0 Eco Boost 100KM 74kW 2021-2022",1,5.5,"manualna","2021","2022"
"Ford","Fiesta","VIII","Active","benzynowy",85,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 85KM 63kW 2018-2019",1,5,"manualna","2018","2019"
"Ford","Fiesta","VIII","Active","benzynowy",100,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 100KM 74kW 2018-2020",1,5,"manualna","2018","2020"
"Ford","Fiesta","VIII","Active","benzynowy",125,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 125KM 92kW 2018-2021",1,5,"manualna","2018","2021"
"Ford","Fiesta","VIII","Active","benzynowy",140,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 140KM 103kW 2018-2019",1,5.2,"manualna","2018","2019"
"Ford","Fiesta","VIII","Active","benzynowy",95,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 95KM 70kW 2019-2022",1,5.5,"manualna","2019","2022"
"Ford","Fiesta","VIII","Active","diesel",85,"na przednią oś",55950,65900,29400,"1.5 TDCi 85KM 63kW 2018-2019",1.5,4.2,"manualna","2018","2019"
"Ford","Fiesta","VIII","Active","diesel",120,"na przednią oś",55950,65900,29400,"1.5 TDCi 120KM 88kW 2018-2019",1.5,4.4,"manualna","2018","2019"
"Ford","Fiesta","VIII","Active","hybrydowy",125,"na przednią oś",55950,65900,29400,"1.0 EcoBoost Hybrid 125KM 92kW 2020-2022",1,5.1,"manualna","2020","2022"
"Ford","Fiesta","VIII","Active","hybrydowy",155,"na przednią oś",55950,65900,29400,"1.0 EcoBoost Hybrid 155KM 114kW 2020-2022",1,5.3,"manualna","2020","2022"
"Ford","Fiesta","VIII","ST 3d","benzynowy",200,"na przednią oś",55950,65900,29400,"1.5 EcoBoost 200KM 147kW 2018-2022",1.5,6,"manualna","2018","2022"
"Ford","Fiesta","VIII","ST 5d","benzynowy",200,"na przednią oś",55950,65900,29400,"1.5 EcoBoost 200KM 147kW 2018-2022",1.5,6,"manualna","2018","2022"
"Ford","Fiesta","VIII","Hatchback 3d","benzynowy",100,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 100KM 74kW 2017-2019",1,4.3,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 3d","benzynowy",125,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 125KM 92kW 2017-2019",1,4.3,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 3d","benzynowy",140,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 140KM 103kW 2017-2019",1,5,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 3d","benzynowy",70,"na przednią oś",55950,65900,29400,"1.1 70KM 51kW 2017-2019",1.1,4.7,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 3d","benzynowy",85,"na przednią oś",55950,65900,29400,"1.1 85KM 63kW 2017-2019",1.1,4.7,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 3d","diesel",85,"na przednią oś",55950,65900,29400,"1.5 TDCi 85KM 63kW 2017-2019",1.5,3.5,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 3d","diesel",120,"na przednią oś",55950,65900,29400,"1.5 TDCi 120KM 88kW 2017-2019",1.5,3.5,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 5d","benzynowy",100,"na przednią oś",55950,65900,29400,"1.0 Eco Boost 100KM 74kW 2021-2022",1,5.5,"manualna","2021","2022"
"Ford","Fiesta","VIII","Hatchback 5d","benzynowy",100,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 100KM 74kW 2017-2020",1,4.3,"manualna","2017","2020"
"Ford","Fiesta","VIII","Hatchback 5d","benzynowy",125,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 125KM 92kW 2017-2021",1,4.3,"manualna","2017","2021"
"Ford","Fiesta","VIII","Hatchback 5d","benzynowy",140,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 140KM 103kW 2017-2020",1,4.5,"manualna","2017","2020"
"Ford","Fiesta","VIII","Hatchback 5d","benzynowy",95,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 95KM 70kW 2019-2021",1,5.5,"manualna","2019","2021"
"Ford","Fiesta","VIII","Hatchback 5d","benzynowy",70,"na przednią oś",55950,65900,29400,"1.1 70KM 51kW 2017-2019",1.1,4.4,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 5d","benzynowy",85,"na przednią oś",55950,65900,29400,"1.1 85KM 63kW 2017-2019",1.1,4.7,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 5d","benzynowy",75,"na przednią oś",55950,65900,29400,"1.1 75KM 55kW 2019-2022",1.1,6.3,"manualna","2019","2022"
"Ford","Fiesta","VIII","Hatchback 5d","diesel",85,"na przednią oś",55950,65900,29400,"1.5 TDCi 85KM 63kW 2017-2020",1.5,3.5,"manualna","2017","2020"
"Ford","Fiesta","VIII","Hatchback 5d","diesel",120,"na przednią oś",55950,65900,29400,"1.5 TDCi 120KM 88kW 2017-2019",1.5,3.5,"manualna","2017","2019"
"Ford","Fiesta","VIII","Hatchback 5d","hybrydowy",125,"na przednią oś",55950,65900,29400,"1.0 EcoBoost Hybrid 125KM 92kW 2020-2022",1,5.1,"manualna","2020","2022"
"Ford","Fiesta","VIII","Hatchback 5d","hybrydowy",155,"na przednią oś",55950,65900,29400,"1.0 EcoBoost Hybrid 155KM 114kW 2020-2022",1,5.3,"manualna","2020","2022"
"Ford","Fiesta","VII","Hatchback 5d ST","benzynowy",182,"na przednią oś",55950,65900,29400,"1.6 Ecoboost 182KM 134kW 2017-2017",1.6,6.1,"manualna","2017","2017"
"Ford","Fiesta","VII","Van Facelifting","benzynowy",80,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 80KM 59kW 2014-2017",1,4.3,"manualna","2014","2017"
"Ford","Fiesta","VII","Van Facelifting","benzynowy",82,"na przednią oś",55950,65900,29400,"1.25 Duratec 82KM 60kW 2014-2017",1.25,5.2,"manualna","2014","2017"
"Ford","Fiesta","VII","Van Facelifting","diesel",75,"na przednią oś",55950,65900,29400,"1.5 Duratorq TDCi 75KM 55kW 2014-2017",1.5,3.4,"manualna","2014","2017"
"Ford","Fiesta","VII","Van Facelifting","diesel",95,"na przednią oś",55950,65900,29400,"1.6 Duratorq TDCi 95KM 70kW 2014-2017",1.6,3.6,"manualna","2014","2017"
"Ford","Fiesta","VII","Hatchback 3d ST","benzynowy",182,"na przednią oś",55950,65900,29400,"1.6 EcoBoost 182KM 134kW 2013-2017",1.6,5.9,"manualna","2013","2017"
"Ford","Fiesta","VII","Hatchback 3d ST","benzynowy",200,"na przednią oś",55950,65900,29400,"1.6 EcoBoost 200KM 147kW 2016-2017",1.6,6.1,"manualna","2016","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","benzynowy",80,"na przednią oś",55950,65900,29400,"1.0 80KM 59kW 2012-2017",1,4.6,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","benzynowy",100,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 100KM 74kW 2012-2017",1,4.5,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","benzynowy",125,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 125KM 92kW 2012-2017",1,4.3,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","benzynowy",140,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 140KM 103kW 2016-2017",1,4.5,"manualna","2016","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","benzynowy",82,"na przednią oś",55950,65900,29400,"1.25 82KM 60kW 2012-2017",1.25,5.2,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","benzynowy",60,"na przednią oś",55950,65900,29400,"1.25 60KM 44kW 2012-2017",1.25,5.4,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","benzynowy",96,"na przednią oś",55950,65900,29400,"1.4 96KM 71kW 2012-2017",1.4,5.7,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","benzynowy",105,"na przednią oś",55950,65900,29400,"1.6 105KM 77kW 2012-2016",1.6,5.9,"automatyczna","2012","2016"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","benzynowy",105,NA,55950,65900,29400,"1.6 Ti-VCT 105KM 77kW 2016-2017",1.6,5.9,"automatyczna","2016","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","diesel",75,"na przednią oś",55950,65900,29400,"1.5 TDCi 75KM 55kW 2012-2017",1.5,3.7,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","diesel",95,"na przednią oś",55950,65900,29400,"1.5 TDCi 95KM 70kW 2016-2017",1.5,3.6,"manualna","2016","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","diesel",95,"na przednią oś",55950,65900,29400,"1.5 TDCi ECOnetic 95KM 70kW 2016-2017",1.5,3.2,"manualna","2016","2017"
"Ford","Fiesta","VII","Hatchback 5d Facelifting","diesel",95,"na przednią oś",55950,65900,29400,"1.6 TDCi 95KM 70kW 2012-2017",1.6,3.6,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","benzynowy",80,"na przednią oś",55950,65900,29400,"1.0 80KM 59kW 2012-2017",1,4.6,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","benzynowy",100,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 100KM 74kW 2012-2017",1,4.6,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","benzynowy",125,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 125KM 92kW 2012-2017",1,4.3,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","benzynowy",140,"na przednią oś",55950,65900,29400,"1.0 EcoBoost 140KM 103kW 2014-2017",1,4.5,"manualna","2014","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","benzynowy",82,"na przednią oś",55950,65900,29400,"1.25 82KM 60kW 2012-2017",1.25,5.2,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","benzynowy",60,"na przednią oś",55950,65900,29400,"1.25 60KM 44kW 2012-2017",1.25,5.2,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","benzynowy",96,"na przednią oś",55950,65900,29400,"1.4 96KM 71kW 2012-2017",1.4,5.7,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","benzynowy",105,"na przednią oś",55950,65900,29400,"1.6 105KM 77kW 2012-2016",1.6,5.9,"automatyczna","2012","2016"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","benzynowy",105,"na przednią oś",55950,65900,29400,"1.6 Ti-VCT 105KM 77kW 2016-2017",1.6,5.9,"automatyczna","2016","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","diesel",75,"na przednią oś",55950,65900,29400,"1.5 TDCi 75KM 55kW 2012-2017",1.5,3.7,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","diesel",95,"na przednią oś",55950,65900,29400,"1.5 TDCi 95KM 70kW 2016-2017",1.5,3,"manualna","2016","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","diesel",95,"na przednią oś",55950,65900,29400,"1.5 TDCi ECOnetic 95KM 70kW 2016-2017",1.5,3.2,"manualna","2016","2017"
"Ford","Fiesta","VII","Hatchback 3d Facelifting","diesel",95,"na przednią oś",55950,65900,29400,"1.6 TDCi 95KM 70kW 2012-2017",1.6,3.6,"manualna","2012","2017"
"Ford","Fiesta","VII","Hatchback 5d","benzynowy",60,NA,55950,65900,29400,"1.25 Duratec 60KM 44kW 2008-2013",1.25,5.5,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 5d","benzynowy",82,NA,55950,65900,29400,"1.25 Duratec 82KM 60kW 2008-2013",1.25,5.6,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 5d","benzynowy",96,NA,55950,65900,29400,"1.4 Duratec 96KM 71kW 2008-2013",1.4,5.8,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 5d","benzynowy",120,NA,55950,65900,29400,"1.6 Duratec 120KM 88kW 2008-2013",1.6,5.8,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 5d","benzynowy",120,"na przednią oś",55950,65900,29400,"1.6 Ti-VCT 120KM 88kW 2008-2013",1.6,5.8,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 5d","diesel",68,NA,55950,65900,29400,"1.4 Duratorq TDCi 68KM 50kW 2008-2013",1.4,4.2,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 5d","diesel",70,"na przednią oś",55950,65900,29400,"1.4 Duratorq TDCi DPF 70KM 51kW 2011-2013",1.4,4.2,"manualna","2011","2013"
"Ford","Fiesta","VII","Hatchback 5d","diesel",95,"na przednią oś",55950,65900,29400,"1.6 Duratorq TDCi DPF 95KM 70kW 2008-2013",1.6,4.1,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 5d","diesel",95,"na przednią oś",55950,65900,29400,"1.6 Duratorq TDCi ECOnetic DPF 95KM 70kW 2011-2013",1.6,4.1,"manualna","2011","2013"
"Ford","Fiesta","VII","Hatchback 3d","benzynowy",82,NA,55950,65900,29400,"1.25 Duratec 82KM 60kW 2008-2013",1.25,5.6,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 3d","benzynowy",60,NA,55950,65900,29400,"1.25 Duratec 60KM 44kW 2008-2013",1.25,5.5,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 3d","benzynowy",96,NA,55950,65900,29400,"1.4 Duratec 96KM 71kW 2008-2013",1.4,5.8,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 3d","benzynowy",120,NA,55950,65900,29400,"1.6 Duratec 120KM 88kW 2008-2013",1.6,5.8,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 3d","diesel",68,NA,55950,65900,29400,"1.4 Duratorq TDCi 68KM 50kW 2008-2013",1.4,4.2,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 3d","diesel",70,"na przednią oś",55950,65900,29400,"1.4 Duratorq TDCi DPF 70KM 51kW 2011-2013",1.4,4.1,"manualna","2011","2013"
"Ford","Fiesta","VII","Hatchback 3d","diesel",95,NA,55950,65900,29400,"1.6 Duratorq TDCi DPF 95KM 70kW 2008-2013",1.6,4.1,"manualna","2008","2013"
"Ford","Fiesta","VII","Hatchback 3d","diesel",95,"na przednią oś",55950,65900,29400,"1.6 Duratorq TDCi ECOnetic DPF 95KM 70kW 2011-2013",1.6,4.1,"manualna","2011","2013"
"Ford","Fiesta","VII","Van","benzynowy",82,"na przednią oś",55950,65900,29400,"1.25 Duratec 82KM 60kW 2008-2013",1.25,5.6,"manualna","2008","2013"
"Ford","Fiesta","VII","Van","diesel",69,"na przednią oś",55950,65900,29400,"1.4 Duratorq TDCi 69KM 51kW 2011-2013",1.4,4.1,"manualna","2011","2013"
"Ford","Fiesta","VII","Van","diesel",68,NA,55950,65900,29400,"1.4 Duratorq TDCi 68KM 50kW 2008-2010",1.4,4.2,"manualna","2008","2010"
"Ford","Fiesta","VII","Van","diesel",95,"na przednią oś",55950,65900,29400,"1.6 Duratorq TDCi 95KM 70kW 2011-2013",1.6,4.1,"manualna","2011","2013"
"Ford","Fiesta","VII","Van","diesel",90,"na przednią oś",55950,65900,29400,"1.6 Duratorq TDCi 90KM 66kW 2008-2010",1.6,4.2,"manualna","2008","2010"
"Ford","Fiesta","VI",NA,"benzynowy",75,"na przednią oś",55950,65900,29400,"1.2 i 16V 75KM 55kW 2004-2008",1.2,6.2,"manualna","2004","2008"
"Ford","Fiesta","VI",NA,"benzynowy",75,"na przednią oś",55950,65900,29400,"1.25 i 16V 75KM 55kW 2003-2008",1.25,6.2,"manualna","2003","2008"
"Ford","Fiesta","VI",NA,"benzynowy",58,"na przednią oś",55950,65900,29400,"1.3 58KM 43kW 2001-2008",1.3,5.8,"manualna","2001","2008"
"Ford","Fiesta","VI",NA,"benzynowy",70,"na przednią oś",55950,65900,29400,"1.3 70KM 51kW 2001-2008",1.3,5.8,"manualna","2001","2008"
"Ford","Fiesta","VI",NA,"benzynowy",68,"na przednią oś",55950,65900,29400,"1.3 68KM 50kW 2001-2008",1.3,6.1,"manualna","2001","2008"
"Ford","Fiesta","VI",NA,"benzynowy",80,"na przednią oś",55950,65900,29400,"1.4 16V 80KM 59kW 2001-2008",1.4,6.1,"manualna","2001","2008"
"Ford","Fiesta","VI",NA,"benzynowy",101,"na przednią oś",55950,65900,29400,"1.6 16V 101KM 74kW 2001-2008",1.6,6.4,"manualna","2001","2008"
"Ford","Fiesta","VI",NA,"benzynowy",150,"na przednią oś",55950,65900,29400,"2.0 i 16V ST 150KM 110kW 2004-2008",2,7.4,"manualna","2004","2008"
"Ford","Fiesta","VI",NA,"diesel",68,"na przednią oś",55950,65900,29400,"1.4 TDCi 68KM 50kW 2001-2008",1.4,4.3,"manualna","2001","2008"
"Ford","Fiesta","VI",NA,"diesel",90,"na przednią oś",55950,65900,29400,"1.6 TDCi Sport 90KM 66kW 2004-2008",1.6,4.4,"manualna","2004","2008"
"Ford","Fiesta","V",NA,"benzynowy",75,"na przednią oś",55950,65900,29400,"1.25 i 16V 75KM 55kW 1999-2003",1.25,6.9,"manualna","1999","2003"
"Ford","Fiesta","V",NA,"benzynowy",50,"na przednią oś",55950,65900,29400,"1.3 i 50KM 37kW 1999-2003",1.3,6.9,"manualna","1999","2003"
"Ford","Fiesta","V",NA,"benzynowy",60,"na przednią oś",55950,65900,29400,"1.3 i 60KM 44kW 1999-2003",1.3,6.9,"manualna","1999","2003"
"Ford","Fiesta","V",NA,"benzynowy",90,"na przednią oś",55950,65900,29400,"1.4 i 16V 90KM 66kW 1999-2003",1.4,6.9,"manualna","1999","2003"
"Ford","Fiesta","V",NA,"benzynowy",105,"na przednią oś",55950,65900,29400,"1.6 16V Sport 105KM 77kW 2000-2003",1.6,6.8,"manualna","2000","2003"
"Ford","Fiesta","V",NA,"diesel",60,"na przednią oś",55950,65900,29400,"1.8 D 60KM 44kW 1999-2002",1.8,6.1,"manualna","1999","2002"
"Ford","Fiesta","V",NA,"diesel",75,"na przednią oś",55950,65900,29400,"1.8 DI 75KM 55kW 2000-2003",1.8,5.3,"manualna","2000","2003"
"Ford","Fiesta","IV",NA,"benzynowy",75,"na przednią oś",55950,65900,29400,"1.25 i 16V 75KM 55kW 1995-1999",1.25,7.1,"manualna","1995","1999"
"Ford","Fiesta","IV",NA,"benzynowy",50,"na przednią oś",55950,65900,29400,"1.3 i 50KM 37kW 1995-1999",1.3,6.9,"manualna","1995","1999"
"Ford","Fiesta","IV",NA,"benzynowy",60,"na przednią oś",55950,65900,29400,"1.3 i 60KM 44kW 1995-1999",1.3,6.8,"manualna","1995","1999"
"Ford","Fiesta","IV",NA,"benzynowy",90,"na przednią oś",55950,65900,29400,"1.4 i 16V 90KM 66kW 1995-1999",1.4,7.4,"manualna","1995","1999"
"Ford","Fiesta","IV",NA,"benzynowy",75,NA,55950,65900,29400,"1.6 i 75KM 55kW 1995-1999",1.6,NA,NA,"1995","1999"
"Ford","Fiesta","IV",NA,"diesel",60,"na przednią oś",55950,65900,29400,"1.8 D 60KM 44kW 1995-1999",1.8,6.1,"manualna","1995","1999"
"Ford","Fiesta","IV",NA,"diesel",75,NA,55950,65900,29400,"1.8 DI 75KM 55kW 1999",1.8,5.3,"manualna","1999","1999"
"Ford","Fiesta","III",NA,"benzynowy",50,NA,55950,65900,29400,"1.1 50KM 37kW 1989-1995",1.1,6.1,"manualna","1989","1995"
"Ford","Fiesta","III",NA,"benzynowy",55,NA,55950,65900,29400,"1.1 55KM 40kW 1989-1995",1.1,NA,NA,"1989","1995"
"Ford","Fiesta","III",NA,"benzynowy",60,"na przednią oś",55950,65900,29400,"1.3 60KM 44kW 1989-1992",1.3,6.6,"manualna","1989","1992"
"Ford","Fiesta","III",NA,"benzynowy",60,"na przednią oś",55950,65900,29400,"1.3 KAT 60KM 44kW 1991-1997",1.3,6.6,"manualna","1991","1997"
"Ford","Fiesta","III",NA,"benzynowy",73,"na przednią oś",55950,65900,29400,"1.4 73KM 54kW 1989-1997",1.4,7.5,"manualna","1989","1997"
"Ford","Fiesta","III",NA,"benzynowy",71,"na przednią oś",55950,65900,29400,"1.4 71KM 52kW 1989-1995",1.4,6.7,"manualna","1989","1995"
"Ford","Fiesta","III",NA,"benzynowy",75,"na przednią oś",55950,65900,29400,"1.4 75KM 55kW 1989-1995",1.4,7,"manualna","1989","1995"
"Ford","Fiesta","III",NA,"benzynowy",88,NA,55950,65900,29400,"1.6 88KM 65kW 1989-1994",1.6,NA,NA,"1989","1994"
"Ford","Fiesta","III",NA,"benzynowy",110,"na przednią oś",55950,65900,29400,"1.6 i 110KM 81kW 1989-1992",1.6,7.8,"manualna","1989","1992"
"Ford","Fiesta","III",NA,"benzynowy",88,"na przednią oś",55950,65900,29400,"1.6 i 16V 88KM 65kW 1994-1997",1.6,7.8,"manualna","1994","1997"
"Ford","Fiesta","III",NA,"benzynowy",133,"na przednią oś",55950,65900,29400,"1.6 i Turbo 133KM 98kW 1990-1992",1.6,8.4,"manualna","1990","1992"
"Ford","Fiesta","III",NA,"benzynowy",107,"na przednią oś",55950,65900,29400,"1.6 XR2i 107KM 79kW 1989-1997",1.6,8.1,"manualna","1989","1997"
"Ford","Fiesta","III",NA,"benzynowy",105,"na przednią oś",55950,65900,29400,"1.8 16V 105KM 77kW 1992-1997",1.8,8,"manualna","1992","1997"
"Ford","Fiesta","III",NA,"benzynowy",131,"na przednią oś",55950,65900,29400,"1.8 XR2i 16V 131KM 96kW 1992-1997",1.8,8.1,"manualna","1992","1997"
