"Marka","Model","Generacja","Wersja","TypSilnika","MocSilnika","RodzajNapedu","Cena2023","Cena2022","Cena2021","Silnik","PojemnoscSilnika","SrednieSpalanieZuzycie","RodzajSkrzyni","RokRozpoczeciaProdukcji","RokZakonczeniaProdukcji"
"Ford","Mustang","III","Coupe","benzynowy",203,NA,123000,135000,109500,"2.3 T 203KM 149kW 1984-1986",2.3,NA,NA,"1984","1986"
"Ford","Mustang","III","Coupe","benzynowy",111,NA,123000,135000,109500,"2.8 V6 111KM 82kW 1979",2.8,NA,NA,"1979","1979"
"Ford","Mustang","III","Coupe","benzynowy",95,NA,123000,135000,109500,"3.3 R6 95KM 70kW 1979-1982",3.3,NA,NA,"1979","1982"
"Ford","Mustang","III","Coupe","benzynowy",122,NA,123000,135000,109500,"3.8 V6 122KM 90kW 1983-1986",3.8,NA,NA,"1983","1986"
"Ford","Mustang","III","Coupe","benzynowy",121,NA,123000,135000,109500,"4.2 V8 121KM 89kW 1980-1982",4.2,NA,NA,"1980","1982"
"Ford","Mustang","III","Coupe","benzynowy",228,"na tylną oś",123000,135000,109500,"4.9 V8 228KM 168kW 1983-1993",4.9,NA,"manualna","1983","1993"
"Ford","Mustang","III","Coupe","benzynowy",141,"na tylną oś",123000,135000,109500,"4.9 V8 141KM 104kW 1979",4.9,NA,"automatyczna","1979","1979"
"Ford","Mustang","III","Coupe","benzynowy",233,NA,123000,135000,109500,"4.9 V8 Cobra 233KM 171kW 1993",4.9,NA,NA,"1993","1993"
"Ford","Mustang","III","Cabrio","benzynowy",106,"na tylną oś",123000,135000,109500,"2.3 i 106KM 78kW 1978-1993",2.3,NA,"manualna","1978","1993"
"Ford","Mustang","III","Cabrio","benzynowy",87,NA,123000,135000,109500,"2.3 i 87KM 64kW 1978-1993",2.3,NA,NA,"1978","1993"
"Ford","Mustang","III","Cabrio","benzynowy",142,NA,123000,135000,109500,"2.3 T 142KM 104kW 1979-1981",2.3,NA,NA,"1979","1981"
"Ford","Mustang","III","Cabrio","benzynowy",152,NA,123000,135000,109500,"2.3 T 152KM 112kW 1983-1984",2.3,NA,NA,"1983","1984"
"Ford","Mustang","III","Cabrio","benzynowy",177,NA,123000,135000,109500,"2.3 T 177KM 130kW 1984-1986",2.3,NA,NA,"1984","1986"
"Ford","Mustang","III","Cabrio","benzynowy",203,NA,123000,135000,109500,"2.3 T 203KM 149kW 1984-1986",2.3,NA,NA,"1984","1986"
"Ford","Mustang","III","Cabrio","benzynowy",111,NA,123000,135000,109500,"2.8 V6 111KM 82kW 1979",2.8,NA,NA,"1979","1979"
"Ford","Mustang","III","Cabrio","benzynowy",95,NA,123000,135000,109500,"3.3 R6 95KM 70kW 1979-1982",3.3,NA,NA,"1979","1982"
"Ford","Mustang","III","Cabrio","benzynowy",122,NA,123000,135000,109500,"3.8 V6 122KM 90kW 1983-1986",3.8,NA,NA,"1983","1986"
"Ford","Mustang","III","Cabrio","benzynowy",121,NA,123000,135000,109500,"4.2 V8 121KM 89kW 1980-1982",4.2,NA,NA,"1980","1982"
"Ford","Mustang","III","Cabrio","benzynowy",228,"na tylną oś",123000,135000,109500,"4.9 V8 228KM 168kW 1982-1993",4.9,NA,"manualna","1982","1993"
"Ford","Mustang","III","Cabrio","benzynowy",142,NA,123000,135000,109500,"4.9 V8 142KM 104kW 1979",4.9,NA,NA,"1979","1979"
"Ford","Mustang","III","Cabrio","benzynowy",233,NA,123000,135000,109500,"4.9 V8 Cobra 233KM 171kW 1993",4.9,NA,NA,"1993","1993"
"Ford","Mustang","II",NA,"benzynowy",93,NA,123000,135000,109500,"2.3 93KM 68kW 1973-1978",2.3,NA,NA,"1973","1978"
"Ford","Mustang","II",NA,"benzynowy",84,NA,123000,135000,109500,"2.3 84KM 62kW 1973-1978",2.3,NA,NA,"1973","1978"
"Ford","Mustang","II",NA,"benzynowy",91,NA,123000,135000,109500,"2.8 91KM 67kW 1973-1978",2.8,NA,NA,"1973","1978"
"Ford","Mustang","II",NA,"benzynowy",111,NA,123000,135000,109500,"2.8 111KM 82kW 1973-1978",2.8,NA,NA,"1973","1978"
"Ford","Mustang","II",NA,"benzynowy",124,NA,123000,135000,109500,"4.9 V8 124KM 91kW 1975",4.9,NA,NA,"1975","1975"
"Ford","Mustang","II",NA,"benzynowy",141,NA,123000,135000,109500,"4.9 V8 141KM 104kW 1975",4.9,NA,NA,"1975","1975"
"Ford","Mustang","I","Cabrio","benzynowy",101,NA,123000,135000,109500,"2.8 R6 101KM 74kW 1964-1966",2.8,NA,NA,"1964","1966"
"Ford","Mustang","I","Cabrio","benzynowy",120,NA,123000,135000,109500,"3.3 R6 120KM 88kW 1965-1966",3.3,NA,NA,"1965","1966"
"Ford","Mustang","I","Cabrio","benzynowy",115,NA,123000,135000,109500,"3.3 R6 115KM 85kW 1966-1968",3.3,NA,NA,"1966","1968"
"Ford","Mustang","I","Cabrio","benzynowy",155,NA,123000,135000,109500,"4.1 R6 155KM 114kW 1970",4.1,NA,NA,"1970","1970"
"Ford","Mustang","I","Cabrio","benzynowy",145,NA,123000,135000,109500,"4.1 R6 145KM 107kW 1970-1973",4.1,NA,NA,"1970","1973"
"Ford","Mustang","I","Cabrio","benzynowy",164,NA,123000,135000,109500,"4.3 V8 164KM 121kW 1964-1966",4.3,NA,NA,"1964","1966"
"Ford","Mustang","I","Cabrio","benzynowy",200,NA,123000,135000,109500,"4.7 V8 200KM 147kW 1964-1968",4.7,NA,NA,"1964","1968"
"Ford","Mustang","I","Cabrio","benzynowy",271,NA,123000,135000,109500,"4.7 V8 271KM 199kW 1964-1968",4.7,NA,NA,"1964","1968"
"Ford","Mustang","I","Cabrio","benzynowy",225,NA,123000,135000,109500,"4.7 V8 225KM 165kW 1964-1968",4.7,NA,NA,"1964","1968"
"Ford","Mustang","I","Cabrio","benzynowy",195,NA,123000,135000,109500,"4.7 V8 195KM 143kW 1966-1968",4.7,NA,NA,"1966","1968"
"Ford","Mustang","I","Cabrio","benzynowy",230,NA,123000,135000,109500,"4.9 V8 230KM 169kW 1968-1970",4.9,NA,NA,"1968","1970"
"Ford","Mustang","I","Cabrio","benzynowy",220,NA,123000,135000,109500,"4.9 V8 220KM 162kW 1969-1970",4.9,NA,NA,"1969","1970"
"Ford","Mustang","I","Cabrio","benzynowy",290,NA,123000,135000,109500,"4.9 V8 290KM 213kW 1969-1970",4.9,NA,NA,"1969","1970"
"Ford","Mustang","I","Cabrio","benzynowy",210,NA,123000,135000,109500,"4.9 V8 210KM 154kW 1970-1973",4.9,NA,NA,"1970","1973"
"Ford","Mustang","I","Cabrio","benzynowy",250,NA,123000,135000,109500,"5.8 V8 250KM 184kW 1969-1970",5.8,NA,NA,"1969","1970"
"Ford","Mustang","I","Cabrio","benzynowy",290,NA,123000,135000,109500,"5.8 V8 290KM 213kW 1969-1970",5.8,NA,NA,"1969","1970"
"Ford","Mustang","I","Cabrio","benzynowy",300,NA,123000,135000,109500,"5.8 V8 300KM 221kW 1969-1970",5.8,NA,NA,"1969","1970"
"Ford","Mustang","I","Cabrio","benzynowy",240,NA,123000,135000,109500,"5.8 V8 240KM 177kW 1970-1973",5.8,NA,NA,"1970","1973"
"Ford","Mustang","I","Cabrio","benzynowy",285,NA,123000,135000,109500,"5.8 V8 285KM 210kW 1970-1973",5.8,NA,NA,"1970","1973"
"Ford","Mustang","I","Cabrio","benzynowy",330,NA,123000,135000,109500,"5.8 V8 Boss 330KM 243kW 1971",5.8,NA,NA,"1971","1971"
"Ford","Mustang","I","Cabrio","benzynowy",280,NA,123000,135000,109500,"6.4 V8 280KM 206kW 1966-1970",6.4,NA,NA,"1966","1970"
"Ford","Mustang","I","Cabrio","benzynowy",320,NA,123000,135000,109500,"6.4 V8 320KM 235kW 1966-1970",6.4,NA,NA,"1966","1970"
"Ford","Mustang","I","Cabrio","benzynowy",325,NA,123000,135000,109500,"6.4 V8 325KM 239kW 1969-1970",6.4,NA,NA,"1969","1970"
"Ford","Mustang","I","Cabrio","benzynowy",370,NA,123000,135000,109500,"7.0 V8 Boss 370KM 272kW 1969-1971",7,NA,NA,"1969","1971"
"Ford","Mustang","I","Cabrio","benzynowy",375,NA,123000,135000,109500,"7.0 V8 Boss 375KM 276kW 1969-1971",7,NA,NA,"1969","1971"
"Ford","Mustang","I","Cabrio","benzynowy",335,NA,123000,135000,109500,"7.0 V8 Cobra 335KM 246kW 1969-1970",7,NA,NA,"1969","1970"
"Ford","Mustang","I","Cabrio","benzynowy",360,NA,123000,135000,109500,"7.0 V8 Cobra 360KM 265kW 1969-1970",7,NA,NA,"1969","1970"
"Ford","Mustang","I","Coupe","benzynowy",101,NA,123000,135000,109500,"2.8 R6 101KM 74kW 1964-1966",2.8,NA,NA,"1964","1966"
"Ford","Mustang","I","Coupe","benzynowy",120,NA,123000,135000,109500,"3.3 R6 120KM 88kW 1965-1966",3.3,NA,NA,"1965","1966"
"Ford","Mustang","I","Coupe","benzynowy",115,NA,123000,135000,109500,"3.3 R6 115KM 85kW 1966-1968",3.3,NA,NA,"1966","1968"
"Ford","Mustang","I","Coupe","benzynowy",155,NA,123000,135000,109500,"4.1 R6 155KM 114kW 1970",4.1,NA,NA,"1970","1970"
"Ford","Mustang","I","Coupe","benzynowy",145,NA,123000,135000,109500,"4.1 R6 145KM 107kW 1970-1973",4.1,NA,NA,"1970","1973"
"Ford","Mustang","I","Coupe","benzynowy",164,NA,123000,135000,109500,"4.2 V8 164KM 121kW 1964-1966",4.2,NA,NA,"1964","1966"
"Ford","Mustang","I","Coupe","benzynowy",200,NA,123000,135000,109500,"4.7 V8 200KM 147kW 1964-1968",4.7,NA,NA,"1964","1968"
"Ford","Mustang","I","Coupe","benzynowy",271,NA,123000,135000,109500,"4.7 V8 271KM 199kW 1964-1968",4.7,NA,NA,"1964","1968"
"Ford","Mustang","I","Coupe","benzynowy",225,NA,123000,135000,109500,"4.7 V8 225KM 165kW 1964-1968",4.7,NA,NA,"1964","1968"
"Ford","Mustang","I","Coupe","benzynowy",195,NA,123000,135000,109500,"4.7 V8 195KM 143kW 1966-1968",4.7,NA,NA,"1966","1968"
"Ford","Mustang","I","Coupe","benzynowy",230,NA,123000,135000,109500,"4.9 V8 230KM 169kW 1968-1970",4.9,NA,NA,"1968","1970"
"Ford","Mustang","I","Coupe","benzynowy",220,NA,123000,135000,109500,"4.9 V8 220KM 162kW 1969-1970",4.9,NA,NA,"1969","1970"
"Ford","Mustang","I","Coupe","benzynowy",290,NA,123000,135000,109500,"4.9 V8 290KM 213kW 1969-1970",4.9,NA,NA,"1969","1970"
"Ford","Mustang","I","Coupe","benzynowy",210,NA,123000,135000,109500,"4.9 V8 210KM 154kW 1970-1973",4.9,NA,NA,"1970","1973"
"Ford","Mustang","I","Coupe","benzynowy",250,NA,123000,135000,109500,"5.8 V8 250KM 184kW 1969-1970",5.8,NA,NA,"1969","1970"
"Ford","Mustang","I","Coupe","benzynowy",290,NA,123000,135000,109500,"5.8 V8 290KM 213kW 1969-1970",5.8,NA,NA,"1969","1970"
"Ford","Mustang","I","Coupe","benzynowy",300,NA,123000,135000,109500,"5.8 V8 300KM 221kW 1969-1970",5.8,NA,NA,"1969","1970"
"Ford","Mustang","I","Coupe","benzynowy",240,NA,123000,135000,109500,"5.8 V8 240KM 177kW 1970-1973",5.8,NA,NA,"1970","1973"
"Ford","Mustang","I","Coupe","benzynowy",285,NA,123000,135000,109500,"5.8 V8 285KM 210kW 1970-1973",5.8,NA,NA,"1970","1973"
"Ford","Mustang","I","Coupe","benzynowy",330,NA,123000,135000,109500,"5.8 V8 Boss 330KM 243kW 1971",5.8,NA,NA,"1971","1971"
"Ford","Mustang","I","Coupe","benzynowy",280,NA,123000,135000,109500,"6.4 V8 280KM 206kW 1966-1970",6.4,NA,NA,"1966","1970"
"Ford","Mustang","I","Coupe","benzynowy",320,NA,123000,135000,109500,"6.4 V8 320KM 235kW 1966-1970",6.4,NA,NA,"1966","1970"
"Ford","Mustang","I","Coupe","benzynowy",325,NA,123000,135000,109500,"6.4 V8 325KM 239kW 1969-1970",6.4,NA,NA,"1969","1970"
"Ford","Mustang","I","Coupe","benzynowy",370,NA,123000,135000,109500,"7.0 V8 Boss 370KM 272kW 1969-1971",7,NA,NA,"1969","1971"
"Ford","Mustang","I","Coupe","benzynowy",375,NA,123000,135000,109500,"7.0 V8 Boss 375KM 276kW 1969-1971",7,NA,NA,"1969","1971"
"Ford","Mustang","I","Coupe","benzynowy",335,NA,123000,135000,109500,"7.0 V8 Cobra 335KM 246kW 1969-1970",7,NA,NA,"1969","1970"
"Ford","Mustang","I","Coupe","benzynowy",360,NA,123000,135000,109500,"7.0 V8 Cobra 360KM 265kW 1969-1970",7,NA,NA,"1969","1970"
"Ford","Mustang Mach-E",NA,"Mach-E","elektryczny",329,"4x4",NA,NA,NA,"72,6 kWh AWD 329KM 242kW od 2024",NA,19,"automatyczna","2024","2025"
"Ford","Mustang Mach-E",NA,"Mach-E","elektryczny",315,"4x4",NA,NA,NA,"72.6 kWh 315KM 232kW od 2024",NA,19.5,"bezstopniowa","2024","2025"
"Ford","Mustang Mach-E",NA,"Mach-E","elektryczny",268,"na tylną oś",NA,NA,NA,"72.6 kWh 268KM 198kW od 2024",NA,17,"automatyczna","2024","2025"
"Ford","Mustang Mach-E",NA,"Mach-E","elektryczny",269,"na tylną oś",NA,NA,NA,"75kWh 269KM 198kW 2021-2024",NA,17.2,"automatyczna","2021","2024"
"Ford","Mustang Mach-E",NA,"Mach-E","elektryczny",294,"na tylną oś",NA,NA,NA,"91 kWh 294KM 216kW od 2024",NA,17,"automatyczna","2024","2025"
"Ford","Mustang Mach-E",NA,"Mach-E","elektryczny",370,"4x4",NA,NA,NA,"91 kWh AWD 370KM 272kW od 2024",NA,18,"automatyczna","2024","2025"
"Ford","Mustang Mach-E",NA,"Mach-E","elektryczny",294,"na tylną oś",NA,NA,NA,"98kWh 294KM 216kW 2021-2024",NA,16.5,"automatyczna","2021","2024"
"Ford","Mustang Mach-E",NA,"Mach-E","elektryczny",351,"4x4",NA,NA,NA,"98kWh 351KM 258kW 2021-2024",NA,18.7,"automatyczna","2021","2024"
"Ford","Mustang Mach-E",NA,"Mach-E GT","elektryczny",487,"4x4",NA,NA,NA,"98 KWH 487KM 358kW 2021-2024",NA,20,"automatyczna","2021","2024"
"Ford","Mustang Mach-E",NA,"Mach-E GT","elektryczny",487,"4x4",NA,NA,NA,"98 kWh AWD 487KM 358kW od 2024",NA,21,"automatyczna","2024","2025"
"Ford","Puma","II","Crossover E-Gen","elektryczny",168,"na przednią oś",126900,104900,78999,"Elektryczny 43kWh 168KM 124kW od 2024",NA,14.5,"bezstopniowa","2024","2025"
"Ford","Puma","II","Crossover Facelifting","hybrydowy",125,"na przednią oś",126900,104900,78999,"1.0 EcoBoost Hybrid 125KM 92kW od 2024",1,4.3,"manualna","2024","2025"
"Ford","Puma","II","Crossover Facelifting","hybrydowy",155,"na przednią oś",126900,104900,78999,"1.0 EcoBoost Hybrid 155KM 114kW od 2024",1,6.4,"automatyczna","2024","2025"
"Ford","Puma","II","Crossover ST Facelifting","benzynowy",170,"na przednią oś",126900,104900,78999,"1.0 Ecoboost Hybrid 170KM 125kW od 2024",1,6.3,"automatyczna","2024","2025"
"Ford","Puma","II","Crossover ST","benzynowy",170,"na przednią oś",126900,104900,78999,"1.0 Ecoboost Hybrid 170KM 125kW 2023-2024",1,6.3,"automatyczna","2023","2024"
"Ford","Puma","II","Crossover ST","benzynowy",200,"na przednią oś",126900,104900,78999,"1.5 EcoBoost 200KM 147kW 2021-2024",1.5,6.8,"manualna","2021","2024"
"Ford","Puma","II","Crossover","benzynowy",95,"na przednią oś",126900,104900,78999,"1.0 EcoBoost 95KM 70kW 2019-2024",1,6.1,"manualna","2019","2024"
"Ford","Puma","II","Crossover","benzynowy",125,"na przednią oś",126900,104900,78999,"1.0 EcoBoost 125KM 92kW 2019-2021",1,4.6,"manualna","2019","2021"
"Ford","Puma","II","Crossover","diesel",120,"na przednią oś",126900,104900,78999,"1.5 EcoBlue 120KM 88kW 2019-2020",1.5,4.4,"manualna","2019","2020"
"Ford","Puma","II","Crossover","hybrydowy",125,"na przednią oś",126900,104900,78999,"1.0 EcoBoost mHEV 125KM 92kW 2019-2024",1,4.3,"manualna","2019","2024"
"Ford","Puma","II","Crossover","hybrydowy",155,"na przednią oś",126900,104900,78999,"1.0 EcoBoost mHEV 155KM 114kW 2019-2024",1,4.5,"manualna","2019","2024"
"Ford","Puma","I",NA,"benzynowy",90,"na przednią oś",126900,104900,78999,"1.4 16V 90KM 66kW 1997-2002",1.4,7.2,"manualna","1997","2002"
"Ford","Puma","I",NA,"benzynowy",103,"na przednią oś",126900,104900,78999,"1.6 i 16V 103KM 76kW 2001-2002",1.6,7.3,"manualna","2001","2002"
"Ford","Puma","I",NA,"benzynowy",125,"na przednią oś",126900,104900,78999,"1.7 i 16V 125KM 92kW 1997-2002",1.7,7.4,"manualna","1997","2002"
"Ford","Puma","I",NA,"benzynowy",157,NA,126900,104900,78999,"1.7 i 16V 157KM 115kW 1997-2002",1.7,NA,NA,"1997","2002"
"Ford","Aspire",NA,NA,"benzynowy",64,"na przednią oś",NA,NA,NA,"1.3 i 64KM 47kW 1994-1998",1.3,NA,"manualna","1994","1998"
"Ford","B-MAX",NA,NA,"benzynowy",100,"na przednią oś",35400,29800,27999,"1.0 EcoBoost 100KM 74kW 2012-2017",1,5.1,"manualna","2012","2017"
"Ford","B-MAX",NA,NA,"benzynowy",125,"na przednią oś",35400,29800,27999,"1.0 EcoBoost 125KM 92kW 2012-2017",1,4.9,"manualna","2012","2017"
"Ford","B-MAX",NA,NA,"benzynowy",140,"na przednią oś",35400,29800,27999,"1.0 EcoBoost 140KM 103kW 2016-2017",1,5,"manualna","2016","2017"
"Ford","B-MAX",NA,NA,"benzynowy",90,"na przednią oś",35400,29800,27999,"1.4 Duratec 90KM 66kW 2012-2017",1.4,6,"manualna","2012","2017"
"Ford","B-MAX",NA,NA,"benzynowy",105,"na przednią oś",35400,29800,27999,"1.6 Duratec Ti-VCT 105KM 77kW 2012-2017",1.6,6.4,"automatyczna","2012","2017"
"Ford","B-MAX",NA,NA,"diesel",75,"na przednią oś",35400,29800,27999,"1.5 Duratorq TDCi 75KM 55kW 2012-2017",1.5,4.1,"manualna","2012","2017"
"Ford","B-MAX",NA,NA,"diesel",95,"na przednią oś",35400,29800,27999,"1.5 TDCi 95KM 70kW 2016-2017",1.5,4,"manualna","2016","2017"
"Ford","B-MAX",NA,NA,"diesel",95,NA,35400,29800,27999,"1.6 Duratorq TDCi 95KM 70kW 2012-2017",1.6,4,"manualna","2012","2017"
"Ford","C-MAX","II","Minivan Facelifting","benzynowy",100,"na przednią oś",53900,42900,45900,"1.0 EcoBoost 100KM 74kW 2015-2019",1,5.1,"manualna","2015","2019"
"Ford","C-MAX","II","Minivan Facelifting","benzynowy",125,"na przednią oś",53900,42900,45900,"1.0 EcoBoost 125KM 92kW 2015-2019",1,5.1,"manualna","2015","2019"
"Ford","C-MAX","II","Minivan Facelifting","benzynowy",150,"na przednią oś",53900,42900,45900,"1.5 EcoBoost 150KM 110kW 2015-2019",1.5,6.1,"manualna","2015","2019"
"Ford","C-MAX","II","Minivan Facelifting","benzynowy",182,"na przednią oś",53900,42900,45900,"1.5 EcoBoost 182KM 134kW 2015-2018",1.5,6.5,"automatyczna","2015","2018"
"Ford","C-MAX","II","Minivan Facelifting","benzynowy",85,"na przednią oś",53900,42900,45900,"1.6 Ti-VCT 85KM 63kW 2015-2018",1.6,6.4,"manualna","2015","2018"
"Ford","C-MAX","II","Minivan Facelifting","benzynowy",125,"na przednią oś",53900,42900,45900,"1.6 Ti-VCT 125KM 92kW 2015-2018",1.6,5.5,"manualna","2015","2018"
"Ford","C-MAX","II","Minivan Facelifting","diesel",95,"na przednią oś",53900,42900,45900,"1.5 TDCi 95KM 70kW 2015-2019",1.5,4.1,"manualna","2015","2019"
"Ford","C-MAX","II","Minivan Facelifting","diesel",120,"na przednią oś",53900,42900,45900,"1.5 TDCi 120KM 88kW 2015-2019",1.5,4.1,"manualna","2015","2019"
"Ford","C-MAX","II","Minivan Facelifting","diesel",105,"na przednią oś",53900,42900,45900,"1.5 TDCi ECOnetic 105KM 77kW 2015-2018",1.5,3.8,"manualna","2015","2018"
"Ford","C-MAX","II","Minivan Facelifting","diesel",150,"na przednią oś",53900,42900,45900,"2.0 TDCi 150KM 110kW 2015-2019",2,4.4,"manualna","2015","2019"
"Ford","C-MAX","II","Minivan Facelifting","diesel",170,"na przednią oś",53900,42900,45900,"2.0 TDCi 170KM 125kW 2015-2019",2,4.8,"automatyczna","2015","2019"
"Ford","C-MAX","II","Grand C-MAX Facelifting","benzynowy",100,"na przednią oś",53900,42900,45900,"1.0 EcoBoost 100KM 74kW 2015-2019",1,5.2,"manualna","2015","2019"
"Ford","C-MAX","II","Grand C-MAX Facelifting","benzynowy",125,"na przednią oś",53900,42900,45900,"1.0 EcoBoost 125KM 92kW 2015-2019",1,5.2,"manualna","2015","2019"
"Ford","C-MAX","II","Grand C-MAX Facelifting","benzynowy",150,"na przednią oś",53900,42900,45900,"1.5 EcoBoost 150KM 110kW 2015-2019",1.5,6.3,"manualna","2015","2019"
"Ford","C-MAX","II","Grand C-MAX Facelifting","benzynowy",182,"na przednią oś",53900,42900,45900,"1.5 EcoBoost 182KM 134kW 2015-2018",1.5,6.8,"automatyczna","2015","2018"
"Ford","C-MAX","II","Grand C-MAX Facelifting","benzynowy",125,"na przednią oś",53900,42900,45900,"1.6 Ti-VCT 125KM 92kW 2015-2018",1.6,5.5,"manualna","2015","2018"
"Ford","C-MAX","II","Grand C-MAX Facelifting","benzynowy",85,"na przednią oś",53900,42900,45900,"1.6 Ti-VCT 85KM 63kW 2015-2018",1.6,6.4,"manualna","2015","2018"
"Ford","C-MAX","II","Grand C-MAX Facelifting","diesel",95,"na przednią oś",53900,42900,45900,"1.5 TDCi 95KM 70kW 2015-2019",1.5,4.4,"manualna","2015","2019"
"Ford","C-MAX","II","Grand C-MAX Facelifting","diesel",120,"na przednią oś",53900,42900,45900,"1.5 TDCi 120KM 88kW 2015-2019",1.5,4.4,"manualna","2015","2019"
"Ford","C-MAX","II","Grand C-MAX Facelifting","diesel",105,"na przednią oś",53900,42900,45900,"1.5 TDCi ECOnetic 105KM 77kW 2015-2018",1.5,3.8,"manualna","2015","2018"
"Ford","C-MAX","II","Grand C-MAX Facelifting","diesel",150,"na przednią oś",53900,42900,45900,"2.0 TDCi 150KM 110kW 2015-2019",2,4.6,"manualna","2015","2019"
"Ford","C-MAX","II","Grand C-MAX Facelifting","diesel",170,"na przednią oś",53900,42900,45900,"2.0 TDCi 170KM 125kW 2015-2019",2,5,"automatyczna","2015","2019"
"Ford","C-MAX","II","Minivan","benzynowy",100,"na przednią oś",53900,42900,45900,"1.0 EcoBoost 100KM 74kW 2012-2015",1,5.1,"manualna","2012","2015"
"Ford","C-MAX","II","Minivan","benzynowy",125,"na przednią oś",53900,42900,45900,"1.0 EcoBoost 125KM 92kW 2012-2015",1,5.1,"manualna","2012","2015"
"Ford","C-MAX","II","Minivan","benzynowy",105,"na przednią oś",53900,42900,45900,"1.6 Duratec 105KM 77kW 2010-2014",1.6,6.9,"manualna","2010","2014"
"Ford","C-MAX","II","Minivan","benzynowy",125,"na przednią oś",53900,42900,45900,"1.6 Duratec 125KM 92kW 2010-2014",1.6,6.9,"manualna","2010","2014"
"Ford","C-MAX","II","Minivan","benzynowy",85,"na przednią oś",53900,42900,45900,"1.6 Duratec 85KM 63kW 2011-2014",1.6,6.4,"manualna","2011","2014"
"Ford","C-MAX","II","Minivan","benzynowy",120,"na przednią oś",53900,42900,45900,"1.6 Duratec Flexi-Fuel 120KM 88kW 2010-2015",1.6,6.6,"manualna","2010","2015"
"Ford","C-MAX","II","Minivan","benzynowy",150,"na przednią oś",53900,42900,45900,"1.6 EcoBoost 150KM 110kW 2010-2015",1.6,6.9,"manualna","2010","2015"
"Ford","C-MAX","II","Minivan","benzynowy",182,"na przednią oś",53900,42900,45900,"1.6 EcoBoost 182KM 134kW 2010-2015",1.6,6.9,"manualna","2010","2015"
"Ford","C-MAX","II","Minivan","benzynowy",105,"na przednią oś",53900,42900,45900,"1.6 Ti-VCT 105KM 77kW 2014-2015",1.6,6.6,"manualna","2014","2015"
"Ford","C-MAX","II","Minivan","benzynowy",125,"na przednią oś",53900,42900,45900,"1.6 Ti-VCT 125KM 92kW 2014-2015",1.6,6.6,"manualna","2014","2015"
"Ford","C-MAX","II","Minivan","benzynowy",85,"na przednią oś",53900,42900,45900,"1.6 Ti-VCT 85KM 63kW 2014-2015",1.6,6.6,"manualna","2014","2015"
"Ford","C-MAX","II","Minivan","diesel",95,"na przednią oś",53900,42900,45900,"1.6 TDCi 95KM 70kW 2010-2015",1.6,4.9,"manualna","2010","2015"
"Ford","C-MAX","II","Minivan","diesel",115,"na przednią oś",53900,42900,45900,"1.6 TDCi 115KM 85kW 2010-2015",1.6,4.8,"manualna","2010","2015"
"Ford","C-MAX","II","Minivan","diesel",115,"na przednią oś",53900,42900,45900,"2.0 TDCi 115KM 85kW 2010-2015",2,5.8,"automatyczna","2010","2015"
"Ford","C-MAX","II","Minivan","diesel",140,"na przednią oś",53900,42900,45900,"2.0 TDCi 140KM 103kW 2010-2015",2,5.3,"manualna","2010","2015"
"Ford","C-MAX","II","Minivan","diesel",163,"na przednią oś",53900,42900,45900,"2.0 TDCi 163KM 120kW 2010-2015",2,5.3,"manualna","2010","2015"
"Ford","C-MAX","II","Grand C-MAX","benzynowy",100,"na przednią oś",53900,42900,45900,"1.0 EcoBoost 100KM 74kW 2012-2015",1,5.2,"manualna","2012","2015"
"Ford","C-MAX","II","Grand C-MAX","benzynowy",125,"na przednią oś",53900,42900,45900,"1.0 EcoBoost 125KM 92kW 2012-2015",1,5.2,"manualna","2012","2015"
"Ford","C-MAX","II","Grand C-MAX","benzynowy",105,"na przednią oś",53900,42900,45900,"1.6 Duratec 105KM 77kW 2010-2014",1.6,6.9,"manualna","2010","2014"
"Ford","C-MAX","II","Grand C-MAX","benzynowy",125,"na przednią oś",53900,42900,45900,"1.6 Duratec 125KM 92kW 2010-2014",1.6,6.9,"manualna","2010","2014"
"Ford","C-MAX","II","Grand C-MAX","benzynowy",150,"na przednią oś",53900,42900,45900,"1.6 EcoBoost 150KM 110kW 2010-2015",1.6,7.3,"manualna","2010","2015"
"Ford","C-MAX","II","Grand C-MAX","benzynowy",182,"na przednią oś",53900,42900,45900,"1.6 EcoBoost 182KM 134kW 2010-2015",1.6,6.7,"manualna","2010","2015"
"Ford","C-MAX","II","Grand C-MAX","benzynowy",125,"na przednią oś",53900,42900,45900,"1.6 Ti-VCT 125KM 92kW 2014-2015",1.6,6.9,"manualna","2014","2015"
"Ford","C-MAX","II","Grand C-MAX","benzynowy",105,"na przednią oś",53900,42900,45900,"1.6 Ti-VCT 105KM 77kW 2014-2015",1.6,6.7,"manualna","2014","2015"
"Ford","C-MAX","II","Grand C-MAX","diesel",115,"na przednią oś",53900,42900,45900,"1.6 TDCi 115KM 85kW 2010-2015",1.6,4.9,"manualna","2010","2015"
"Ford","C-MAX","II","Grand C-MAX","diesel",95,"na tylną oś",53900,42900,45900,"1.6 TDCi 95KM 70kW 2010-2015",1.6,4.9,"manualna","2010","2015"
"Ford","C-MAX","II","Grand C-MAX","diesel",115,"na przednią oś",53900,42900,45900,"2.0 TDCi 115KM 85kW 2010-2015",2,5.7,"manualna","2010","2015"
"Ford","C-MAX","II","Grand C-MAX","diesel",140,"na przednią oś",53900,42900,45900,"2.0 TDCi 140KM 103kW 2010-2015",2,5.3,"manualna","2010","2015"
