"Marka","Model","Generacja","Wersja","TypSilnika","MocSilnika","RodzajNapedu","Cena2023","Cena2022","Cena2021","Silnik","PojemnoscSilnika","SrednieSpalanieZuzycie","RodzajSkrzyni","RokRozpoczeciaProdukcji","RokZakonczeniaProdukcji"
"Opel","Astra","F","Hatchback","diesel",68,"na przednią oś",97999,91999,94999,"1.7 TD 68KM 50kW 1994-1998",1.7,6.2,"manualna",1994,1998
"Opel","Astra","F","Hatchback","diesel",82,"na przednią oś",97999,91999,94999,"1.7 TD 82KM 60kW 1991-1998",1.7,6.4,"manualna",1991,1998
"Opel","Corsa","F","Hatchback 5d Facelifting","benzynowy",75,"na przednią oś",85900,55999,54499,"1.2 75KM 55kW od 2024",1.2,6.1,"manualna",2024,2025
"Opel","Corsa","F","Hatchback 5d Facelifting","benzynowy",100,"na przednią oś",85900,55999,54499,"1.2 Turbo 100KM 74kW od 2024",1.2,5.7,"manualna",2024,2025
"Opel","Corsa","F","Hatchback 5d Facelifting","hybrydowy",136,"na przednią oś",85900,55999,54499,"1.2 Turbo Hybrid 136KM 100kW od 2024",1.2,5.2,"automatyczna",2024,2025
"Opel","Corsa","F","Hatchback 5d Facelifting","hybrydowy",100,"na przednią oś",85900,55999,54499,"1.2 Turbo Hybrid 100KM 74kW od 2024",1.2,5.1,"automatyczna",2024,2025
"Opel","Corsa","F","CORSA-e Facelifting","elektryczny",156,"na przednią oś",85900,55999,54499,"e156 156KM 115kW od 2024",NA,14.7,"bezstopniowa",2024,2025
"Opel","Corsa","F","Hatchback 5d","benzynowy",75,"na przednią oś",85900,55999,54499,"1.2 75KM 55kW 2019-2024",1.2,6.1,"manualna",2019,2024
"Opel","Corsa","F","Hatchback 5d","benzynowy",100,"na przednią oś",85900,55999,54499,"1.2 Turbo 100KM 74kW 2019-2024",1.2,6.1,"manualna",2019,2024
"Opel","Corsa","F","Hatchback 5d","benzynowy",130,"na przednią oś",85900,55999,54499,"1.2 Turbo 130KM 96kW 2019-2024",1.2,6.4,"automatyczna",2019,2024
"Opel","Corsa","F","Hatchback 5d","diesel",102,"na przednią oś",85900,55999,54499,"1.5 Diesel 102KM 75kW 2019-2024",1.5,4.6,"manualna",2019,2024
"Opel","Corsa","F","CORSA-e","elektryczny",136,"na przednią oś",85900,55999,54499,"e 136KM 100kW 2019-2024",NA,14.2,"automatyczna",2019,2024
"Opel","Corsa","E","GSi","benzynowy",150,"na przednią oś",85900,55999,54499,"1.4 Turbo 150KM 110kW 2018-2019",1.4,6.4,"manualna",2018,2019
"Opel","Corsa","E","Van","benzynowy",70,"na przednią oś",85900,55999,54499,"1.2 70KM 51kW 2015-2019",1.2,5.4,"manualna",2015,2019
"Opel","Corsa","E","Van","benzynowy",75,"na przednią oś",85900,55999,54499,"1.4 Twinport 75KM 55kW 2015-2019",1.4,5.2,"manualna",2015,2019
"Opel","Corsa","E","Van","benzynowy",90,"na przednią oś",85900,55999,54499,"1.4 Twinport 90KM 66kW 2015-2019",1.4,5,"manualna",2015,2019
"Opel","Corsa","E","Van","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI 75KM 55kW 2015-2019",1.3,3.8,"manualna",2015,2019
"Opel","Corsa","E","Van","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI ecoFLEX 95KM 70kW 2017-2019",1.3,3.6,"manualna",2017,2019
"Opel","Corsa","E","Hatchback 3d","benzynowy",90,"na przednią oś",85900,55999,54499,"1.0 Turbo 90KM 66kW 2014-2019",1,4.9,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 3d","benzynowy",115,"na przednią oś",85900,55999,54499,"1.0 Turbo 115KM 85kW 2014-2018",1,4.9,"manualna",2014,2018
"Opel","Corsa","E","Hatchback 3d","benzynowy",70,"na przednią oś",85900,55999,54499,"1.2 Twinport 70KM 51kW 2014-2019",1.2,5.9,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 3d","benzynowy",100,"na przednią oś",85900,55999,54499,"1.4 Turbo 100KM 74kW 2014-2019",1.4,5.8,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 3d","benzynowy",90,"na przednią oś",85900,55999,54499,"1.4 Twinport 90KM 66kW 2014-2019",1.4,5.8,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 3d","benzynowy",75,"na przednią oś",85900,55999,54499,"1.4 Twinport 75KM 55kW 2014-2019",1.4,5.8,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 3d","benzynowy z lpg",90,"na przednią oś",85900,55999,54499,"1.4 Twinport LPGTEC 90KM 66kW 2016-2019",1.4,6.1,"manualna",2016,2019
"Opel","Corsa","E","Hatchback 3d","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI 75KM 55kW 2014-2018",1.3,3.8,"manualna",2014,2018
"Opel","Corsa","E","Hatchback 3d","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI 95KM 70kW 2014-2018",1.3,3.3,"manualna",2014,2018
"Opel","Corsa","E","Hatchback 5d","benzynowy",90,"na przednią oś",85900,55999,54499,"1.0 Turbo 90KM 66kW 2014-2019",1,5,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 5d","benzynowy",115,"na przednią oś",85900,55999,54499,"1.0 Turbo 115KM 85kW 2014-2018",1,5,"manualna",2014,2018
"Opel","Corsa","E","Hatchback 5d","benzynowy",70,"na przednią oś",85900,55999,54499,"1.2 Twinport 70KM 51kW 2014-2019",1.2,5.8,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 5d","benzynowy",100,"na przednią oś",85900,55999,54499,"1.4 Turbo 100KM 74kW 2014-2019",1.4,5.8,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 5d","benzynowy",90,"na przednią oś",85900,55999,54499,"1.4 Twinport 90KM 66kW 2014-2019",1.4,5.8,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 5d","benzynowy",75,"na przednią oś",85900,55999,54499,"1.4 Twinport 75KM 55kW 2014-2019",1.4,5.8,"manualna",2014,2019
"Opel","Corsa","E","Hatchback 5d","benzynowy z lpg",90,"na przednią oś",85900,55999,54499,"1.4 Twinport LPGTEC 90KM 66kW 2016-2019",1.4,6.1,"manualna",2016,2019
"Opel","Corsa","E","Hatchback 5d","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI 75KM 55kW 2014-2018",1.3,3.8,"manualna",2014,2018
"Opel","Corsa","E","Hatchback 5d","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI 95KM 70kW 2014-2018",1.3,3.4,"manualna",2014,2018
"Opel","Corsa","D","Van Facelifting","benzynowy",65,"na przednią oś",85900,55999,54499,"1.0 Twinport ECOTEC 65KM 48kW 2011-2014",1,5,"manualna",2011,2014
"Opel","Corsa","D","Van Facelifting","benzynowy",70,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 70KM 51kW 2011-2014",1.2,5.3,"manualna",2011,2014
"Opel","Corsa","D","Van Facelifting","benzynowy",85,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 85KM 63kW 2011-2014",1.2,5.3,"manualna",2011,2014
"Opel","Corsa","D","Van Facelifting","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI ecoFLEX 95KM 70kW 2011-2014",1.3,3.6,"manualna",2011,2014
"Opel","Corsa","D","Van Facelifting","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 75KM 55kW 2011-2014",1.3,4.2,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","benzynowy",65,"na przednią oś",85900,55999,54499,"1.0 Twinport ECOTEC 65KM 48kW 2011-2014",1,5,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","benzynowy",70,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 70KM 51kW 2011-2014",1.2,5.3,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","benzynowy",85,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 85KM 63kW 2011-2014",1.2,5.3,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","benzynowy",87,"na przednią oś",85900,55999,54499,"1.4 87KM 64kW 2011-2014",1.4,5.7,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","benzynowy",120,"na przednią oś",85900,55999,54499,"1.4 Turbo 120KM 88kW 2012-2014",1.4,5.5,"manualna",2012,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","benzynowy",100,"na przednią oś",85900,55999,54499,"1.4 Twinport ECOTEC 100KM 74kW 2011-2014",1.4,5.5,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","benzynowy",150,"na przednią oś",85900,55999,54499,"1.6 Turbo ECOTEC GSi 150KM 110kW 2011-2014",1.6,7.3,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","benzynowy z lpg",83,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC LPG 83KM 61kW 2011-2014",1.2,5.6,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI ecoFLEX 95KM 70kW 2011-2014",1.3,3.6,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI ecoFLEX 75KM 55kW 2011-2014",1.3,4,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 95KM 70kW 2011-2014",1.3,4.4,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 75KM 55kW 2011-2014",1.3,4.2,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 5d Facelifting","diesel",90,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 90KM 66kW 2009-2010",1.3,4.6,"manualna",2009,2010
"Opel","Corsa","D","Hatchback 5d Facelifting","diesel",130,"na przednią oś",85900,55999,54499,"1.7 CDTI ECOTEC 130KM 96kW 2011-2014",1.7,4.6,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","benzynowy",65,"na przednią oś",85900,55999,54499,"1.0 Twinport ECOTEC 65KM 48kW 2011-2014",1,5,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","benzynowy",70,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 70KM 51kW 2011-2014",1.2,5.3,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","benzynowy",85,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 85KM 63kW 2011-2014",1.2,5.3,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","benzynowy",87,"na przednią oś",85900,55999,54499,"1.4 87KM 64kW 2011-2014",1.4,5.7,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","benzynowy",120,"na przednią oś",85900,55999,54499,"1.4 Turbo 120KM 88kW 2012-2014",1.4,5.5,"manualna",2012,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","benzynowy",100,"na przednią oś",85900,55999,54499,"1.4 Twinport ECOTEC 100KM 74kW 2011-2014",1.4,5.5,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","benzynowy",150,"na przednią oś",85900,55999,54499,"1.6 Turbo ECOTEC GSi 150KM 110kW 2011-2014",1.6,7.3,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","benzynowy",192,"na przednią oś",85900,55999,54499,"1.6 Turbo ECOTEC OPC 192KM 141kW 2011-2014",1.6,7.3,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","benzynowy z lpg",83,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC LPG 83KM 61kW 2011-2014",1.2,5.5,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI ecoFLEX 95KM 70kW 2011-2014",1.3,3.5,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI ecoFLEX 75KM 55kW 2011-2014",1.3,4,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 75KM 55kW 2011-2014",1.3,4.2,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 95KM 70kW 2011-2014",1.3,4.4,"manualna",2011,2014
"Opel","Corsa","D","Hatchback 3d Facelifting","diesel",90,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 90KM 66kW 2009-2010",1.3,4.9,"manualna",2009,2010
"Opel","Corsa","D","Hatchback 3d Facelifting","diesel",130,"na przednią oś",85900,55999,54499,"1.7 CDTI ECOTEC 130KM 96kW 2011-2014",1.7,4.5,"manualna",2011,2014
"Opel","Corsa","D","OPC","benzynowy",192,"na przednią oś",85900,55999,54499,"1.6 Turbo ECOTEC 192KM 141kW 2007-2014",1.6,7.9,"manualna",2007,2014
"Opel","Corsa","D","OPC","benzynowy",210,"na przednią oś",85900,55999,54499,"1.6 Turbo ECOTEC 210KM 154kW 2011-2014",1.6,7.6,"manualna",2011,2014
"Opel","Corsa","D","Hatchback","benzynowy",60,"na przednią oś",85900,55999,54499,"1.0 Twinport ecoFLEX 60KM 44kW 2006-2010",1,5.6,"manualna",2006,2010
"Opel","Corsa","D","Hatchback","benzynowy",65,"na przednią oś",85900,55999,54499,"1.0 Twinport ECOTEC 65KM 48kW 2010-2011",1,5,"manualna",2010,2011
"Opel","Corsa","D","Hatchback","benzynowy",80,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 80KM 59kW 2006-2010",1.2,6.1,"manualna",2006,2010
"Opel","Corsa","D","Hatchback","benzynowy",70,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 70KM 51kW 2010-2011",1.2,5.3,"manualna",2010,2011
"Opel","Corsa","D","Hatchback","benzynowy",85,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 85KM 63kW 2010-2011",1.2,5.3,"manualna",2010,2011
"Opel","Corsa","D","Hatchback","benzynowy",87,"na przednią oś",85900,55999,54499,"1.4 87KM 64kW 2010-2011",1.4,5.5,"manualna",2010,2011
"Opel","Corsa","D","Hatchback","benzynowy",90,"na przednią oś",85900,55999,54499,"1.4 Twinport ECOTEC 90KM 66kW 2006-2010",1.4,6.1,"manualna",2006,2010
"Opel","Corsa","D","Hatchback","benzynowy",100,"na przednią oś",85900,55999,54499,"1.4 Twinport ECOTEC 100KM 74kW 2010-2011",1.4,5.5,"manualna",2010,2011
"Opel","Corsa","D","Hatchback","benzynowy",150,"na przednią oś",85900,55999,54499,"1.6 Turbo ECOTEC GSi 150KM 110kW 2007-2011",1.6,7.9,"manualna",2007,2011
"Opel","Corsa","D","Hatchback","benzynowy",192,"na przednią oś",85900,55999,54499,"1.6 Turbo ECOTEC OPC 192KM 141kW 2007-2011",1.6,7.9,"manualna",2007,2011
"Opel","Corsa","D","Hatchback","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI ecoFLEX 75KM 55kW 2007-2011",1.3,4.5,"manualna",2007,2011
"Opel","Corsa","D","Hatchback","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI ecoFLEX 95KM 70kW 2010-2014",1.3,3.7,"manualna",2010,2014
"Opel","Corsa","D","Hatchback","diesel",90,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 90KM 66kW 2006-2011",1.3,4.9,"manualna",2006,2011
"Opel","Corsa","D","Hatchback","diesel",125,"na przednią oś",85900,55999,54499,"1.7 CDTI ECOTEC 125KM 92kW 2006-2010",1.7,4.8,"manualna",2006,2010
"Opel","Corsa","D","Hatchback","diesel",130,"na przednią oś",85900,55999,54499,"1.7 CDTI ECOTEC 130KM 96kW 2010-2011",1.7,4.5,"manualna",2010,2011
"Opel","Corsa","D","Van","benzynowy",60,NA,85900,55999,54499,"1.0 Twinport ecoFLEX 60KM 44kW 2006-2010",1,NA,NA,2006,2010
"Opel","Corsa","D","Van","benzynowy",65,"na przednią oś",85900,55999,54499,"1.0 Twinport ECOTEC 65KM 48kW 2010-2011",1,5,"manualna",2010,2011
"Opel","Corsa","D","Van","benzynowy",85,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 85KM 63kW 2010-2011",1.2,5.3,"manualna",2010,2011
"Opel","Corsa","D","Van","benzynowy",70,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 70KM 51kW 2010-2011",1.2,5.3,"manualna",2010,2011
"Opel","Corsa","D","Van","benzynowy",80,NA,85900,55999,54499,"1.2 Twinport ECOTEC 80KM 59kW 2006-2010",1.2,NA,NA,2006,2010
"Opel","Corsa","D","Van","diesel",95,"na przednią oś",85900,55999,54499,"1.3 CDTI ecoFLEX 95KM 70kW 2010-2011",1.3,3.6,"manualna",2010,2011
"Opel","Corsa","D","Van","diesel",75,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 75KM 55kW 2006-2011",1.3,4.2,"manualna",2006,2011
"Opel","Corsa","D","Van","diesel",90,NA,85900,55999,54499,"1.3 CDTI ECOTEC 90KM 66kW 2006-2010",1.3,NA,NA,2006,2010
"Opel","Corsa","C",NA,"benzynowy",58,"na przednią oś",85900,55999,54499,"1.0 ECOTEC 58KM 43kW 2000-2003",1,5.6,"manualna",2000,2003
"Opel","Corsa","C",NA,"benzynowy",58,NA,85900,55999,54499,"1.0 ECOTEC eco 58KM 43kW 2002-2003",1,NA,NA,2002,2003
"Opel","Corsa","C",NA,"benzynowy",60,"na przednią oś",85900,55999,54499,"1.0 Twinport ECOTEC  60KM 44kW 2003-2006",1,5.3,"manualna",2003,2006
"Opel","Corsa","C",NA,"benzynowy",75,"na przednią oś",85900,55999,54499,"1.2 ECOTEC 75KM 55kW 2000-2004",1.2,6,"manualna",2000,2004
"Opel","Corsa","C",NA,"benzynowy",80,"na przednią oś",85900,55999,54499,"1.2 Twinport ECOTEC 80KM 59kW 2004-2006",1.2,5.8,"manualna",2004,2006
"Opel","Corsa","C",NA,"benzynowy",90,"na przednią oś",85900,55999,54499,"1.4 ECOTEC 90KM 66kW 2000-2003",1.4,6.8,"manualna",2000,2003
"Opel","Corsa","C",NA,"benzynowy",90,"na przednią oś",85900,55999,54499,"1.4 Twinport ECOTEC 90KM 66kW 2003-2006",1.4,5.9,"manualna",2003,2006
"Opel","Corsa","C",NA,"benzynowy",175,"na przednią oś",85900,55999,54499,"1.6 ECOTEC turbo OPC 175KM 129kW 2002-2006",1.6,NA,"manualna",2002,2006
"Opel","Corsa","C",NA,"benzynowy",125,"na przednią oś",85900,55999,54499,"1.8 ECOTEC 125KM 92kW 2000-2006",1.8,7.5,"manualna",2000,2006
"Opel","Corsa","C",NA,"diesel",70,"na przednią oś",85900,55999,54499,"1.3 CDTI ECOTEC 70KM 51kW 2003-2006",1.3,4.5,"manualna",2003,2006
"Opel","Corsa","C",NA,"diesel",100,"na przednią oś",85900,55999,54499,"1.7 CDTI ECOTEC 100KM 74kW 2003-2006",1.7,4.8,"manualna",2003,2006
"Opel","Corsa","C",NA,"diesel",65,"na przednią oś",85900,55999,54499,"1.7 DI ECOTEC 65KM 48kW 2000-2003",1.7,4.7,"manualna",2000,2003
"Opel","Corsa","C",NA,"diesel",75,"na przednią oś",85900,55999,54499,"1.7 DTI ECOTEC 75KM 55kW 2000-2003",1.7,4.7,"manualna",2000,2003
"Opel","Corsa","B","Kombi","benzynowy",90,"na przednią oś",85900,55999,54499,"1.4 90KM 66kW 1999-2000",1.4,NA,"manualna",1999,2000
"Opel","Corsa","B","Kombi","benzynowy",60,NA,85900,55999,54499,"1.4 i 60KM 44kW 1999-2000",1.4,NA,NA,1999,2000
"Opel","Corsa","B","Kombi","diesel",60,"na przednią oś",85900,55999,54499,"1.7 D 60KM 44kW 1999-2000",1.7,NA,"manualna",1999,2000
"Opel","Corsa","B","Hatchback","benzynowy",54,"na przednią oś",85900,55999,54499,"1.0 12V ECOTEC 54KM 40kW 1997-2000",1,5.8,"manualna",1997,2000
"Opel","Corsa","B","Hatchback","benzynowy",65,"na przednią oś",85900,55999,54499,"1.2 16V ECOTEC 65KM 48kW 1998-2000",1.2,6.4,"manualna",1998,2000
"Opel","Corsa","B","Hatchback","benzynowy",45,"na przednią oś",85900,55999,54499,"1.2 i 45KM 33kW 1993-1998",1.2,6.6,"manualna",1993,1998
"Opel","Corsa","B","Hatchback","benzynowy",90,"na przednią oś",85900,55999,54499,"1.4 16V ECOTEC 90KM 66kW 1994-2000",1.4,7.5,"manualna",1994,2000
"Opel","Corsa","B","Hatchback","benzynowy",60,"na przednią oś",85900,55999,54499,"1.4 i 60KM 44kW 1993-2000",1.4,NA,"manualna",1993,2000
"Opel","Corsa","B","Hatchback","benzynowy",82,"na przednią oś",85900,55999,54499,"1.4 Si 82KM 60kW 1993-1995",1.4,NA,"manualna",1993,1995
"Opel","Corsa","B","Hatchback","benzynowy",106,"na przednią oś",85900,55999,54499,"1.6 i 16V GSi 106KM 78kW 1994-2000",1.6,7.8,"manualna",1994,2000
"Opel","Corsa","B","Hatchback","benzynowy",109,"na przednią oś",85900,55999,54499,"1.6 i 16V GSi 109KM 80kW 1993-1995",1.6,NA,"manualna",1993,1995
"Opel","Corsa","B","Hatchback","diesel",50,"na przednią oś",85900,55999,54499,"1.5 D 50KM 37kW 1993-1997",1.5,NA,"manualna",1993,1997
"Opel","Corsa","B","Hatchback","diesel",67,"na przednią oś",85900,55999,54499,"1.5 TD 67KM 49kW 1993-2000",1.5,5.4,"manualna",1993,2000
"Opel","Corsa","B","Hatchback","diesel",60,"na przednią oś",85900,55999,54499,"1.7 D 60KM 44kW 1996-2000",1.7,5.3,"manualna",1996,2000
"Opel","Corsa","A","Hatchback","benzynowy",45,"na przednią oś",85900,55999,54499,"1.0 S 45KM 33kW 1982-1992",1,6.3,"manualna",1982,1992
"Opel","Corsa","A","Hatchback","benzynowy",45,"na przednią oś",85900,55999,54499,"1.2 i 45KM 33kW 1985-1993",1.2,6.7,"manualna",1985,1993
"Opel","Corsa","A","Hatchback","benzynowy",55,"na przednią oś",85900,55999,54499,"1.2 S 55KM 40kW 1982-1992",1.2,6.5,"manualna",1982,1992
"Opel","Corsa","A","Hatchback","benzynowy",58,NA,85900,55999,54499,"1.2 S 58KM 43kW 1982-1987",1.2,NA,NA,1982,1987
"Opel","Corsa","A","Hatchback","benzynowy",60,NA,85900,55999,54499,"1.3 60KM 44kW 1985-1990",1.3,NA,NA,1985,1990
"Opel","Corsa","A","Hatchback","benzynowy",70,"na przednią oś",85900,55999,54499,"1.3 S 70KM 51kW 1982-1990",1.3,6.5,"manualna",1982,1990
"Opel","Corsa","A","Hatchback","benzynowy",73,"na przednią oś",85900,55999,54499,"1.4 73KM 54kW 1989-1993",1.4,NA,"manualna",1989,1993
"Opel","Corsa","A","Hatchback","benzynowy",60,"na przednią oś",85900,55999,54499,"1.4 i 60KM 44kW 1985-1993",1.4,6.7,"manualna",1985,1993
"Opel","Corsa","A","Hatchback","benzynowy",82,"na przednią oś",85900,55999,54499,"1.4 i 82KM 60kW 1990-1992",1.4,6.9,"manualna",1990,1992
"Opel","Corsa","A","Hatchback","benzynowy",100,"na przednią oś",85900,55999,54499,"1.6 GSi 100KM 74kW 1988-1993",1.6,7.2,"manualna",1988,1993
"Opel","Corsa","A","Hatchback","benzynowy",109,"na przednią oś",85900,55999,54499,"1.6 i 16V 109KM 80kW 1988-1992",1.6,7.2,"manualna",1988,1992
"Opel","Corsa","A","Hatchback","diesel",50,"na przednią oś",85900,55999,54499,"1.5 D 50KM 37kW 1987-1993",1.5,5,"manualna",1987,1993
"Opel","Corsa","A","Hatchback","diesel",67,"na przednią oś",85900,55999,54499,"1.5 TD 67KM 49kW 1988-1993",1.5,5.1,"manualna",1988,1993
"Opel","Corsa","A","Sedan","benzynowy",45,"na przednią oś",85900,55999,54499,"1.0 S 45KM 33kW 1982-1992",1,6.3,"manualna",1982,1992
"Opel","Corsa","A","Sedan","benzynowy",45,"na przednią oś",85900,55999,54499,"1.2 i 45KM 33kW 1985-1993",1.2,6.7,"manualna",1985,1993
"Opel","Corsa","A","Sedan","benzynowy",55,"na przednią oś",85900,55999,54499,"1.2 S 55KM 40kW 1982-1992",1.2,6.5,"manualna",1982,1992
"Opel","Corsa","A","Sedan","benzynowy",58,NA,85900,55999,54499,"1.2 S 58KM 43kW 1982-1987",1.2,NA,NA,1982,1987
"Opel","Corsa","A","Sedan","benzynowy",60,NA,85900,55999,54499,"1.3 60KM 44kW 1985-1990",1.3,NA,NA,1985,1990
"Opel","Corsa","A","Sedan","benzynowy",70,"na przednią oś",85900,55999,54499,"1.3 S 70KM 51kW 1982-1990",1.3,6.5,"manualna",1982,1990
"Opel","Corsa","A","Sedan","benzynowy",73,"na przednią oś",85900,55999,54499,"1.4 73KM 54kW 1989-1993",1.4,NA,"manualna",1989,1993
"Opel","Corsa","A","Sedan","benzynowy",60,"na przednią oś",85900,55999,54499,"1.4 i 60KM 44kW 1985-1993",1.4,6.7,"manualna",1985,1993
"Opel","Corsa","A","Sedan","benzynowy",82,"na przednią oś",85900,55999,54499,"1.4 i 82KM 60kW 1990-1992",1.4,6.9,"manualna",1990,1992
"Opel","Corsa","A","Sedan","benzynowy",100,"na przednią oś",85900,55999,54499,"1.6 GSi 100KM 74kW 1988-1993",1.6,7.2,"manualna",1988,1993
"Opel","Corsa","A","Sedan","benzynowy",109,"na przednią oś",85900,55999,54499,"1.6 i 16V 109KM 80kW 1988-1992",1.6,7.2,"manualna",1988,1992
"Opel","Corsa","A","Sedan","diesel",50,"na przednią oś",85900,55999,54499,"1.5 D 50KM 37kW 1987-1993",1.5,5,"manualna",1987,1993
"Opel","Corsa","A","Sedan","diesel",67,"na przednią oś",85900,55999,54499,"1.5 TD 67KM 49kW 1988-1993",1.5,5.1,"manualna",1988,1993
"Opel","Crossland-Crossland X",NA,"Crossover Facelifting","benzynowy",83,"na przednią oś",NA,NA,NA,"1.2 83KM 61kW od 2020",1.2,4.7,"manualna",2020,2025
"Opel","Crossland-Crossland X",NA,"Crossover Facelifting","benzynowy",110,"na przednią oś",NA,NA,NA,"1.2 Turbo 110KM 81kW od 2020",1.2,4.8,"manualna",2020,2025
"Opel","Crossland-Crossland X",NA,"Crossover Facelifting","benzynowy",130,"na przednią oś",NA,NA,NA,"1.2 Turbo 130KM 96kW od 2020",1.2,4.8,"manualna",2020,2025
"Opel","Crossland-Crossland X",NA,"Crossover Facelifting","diesel",110,"na przednią oś",NA,NA,NA,"1.5 Diesel 110KM 81kW od 2020",1.5,3.6,"manualna",2020,2025
"Opel","Crossland-Crossland X",NA,"Crossover Facelifting","diesel",120,"na przednią oś",NA,NA,NA,"1.5 Diesel 120KM 88kW od 2020",1.5,3.9,"automatyczna",2020,2025
"Opel","Crossland-Crossland X",NA,"Crossover","benzynowy",82,"na przednią oś",NA,NA,NA,"1.2 82KM 60kW 2017-2020",1.2,5.2,"manualna",2017,2020
"Opel","Crossland-Crossland X",NA,"Crossover","benzynowy",110,"na przednią oś",NA,NA,NA,"1.2 Turbo 110KM 82kW 2017-2020",1.2,4.9,"manualna",2017,2020
"Opel","Crossland-Crossland X",NA,"Crossover","benzynowy",130,"na przednią oś",NA,NA,NA,"1.2 Turbo 130KM 96kW 2017-2020",1.2,5.1,"manualna",2017,2020
